University;scores_overall_rank;scores_teaching_rank;scores_research_rank;scores_citations_rank;scores_industry_income_rank;scores_international_outlook_rank;record_type;member_level;url;nid;location;stats_number_students;stats_student_staff_ratio;stats_pc_intl_students;stats_female_male_ratio;aliases;subjects_offered;closed;unaccredited;disabled
University of Tsukuba;3980;119;219;956;374;764;master_account;0;/world-university-rankings/university-tsukuba;735;Japan;15.506;12,1;16%;38 : 62;University of Tsukuba;Art, Performing Arts & Design,Electrical & Electronic Engineering,Education,Geography,Psychology,Mathematics & Statistics,Communication & Media Studies,Law,Chemistry,Other Health,Mechanical & Aerospace Engineering,Economics & Econometrics,Sport Science,Biological Sciences,Civil Engineering,Business & Management,General Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Accounting & Finance,Archaeology,History, Philosophy & Theology,Computer Science,Agriculture & Forestry,Physics & Astronomy,Medicine & Dentistry,Sociology,Architecture;False;False;False
York University;4000;800;410;360;442;261;master_account;6;/world-university-rankings/york-university;765;Canada;44.038;29,1;28%;55:45:00;York University;Sport Science,Chemistry,Mechanical & Aerospace Engineering,Biological Sciences,Physics & Astronomy,Computer Science,Sociology,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Business & Management,Other Health,History, Philosophy & Theology,Civil Engineering,Geography,Economics & Econometrics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Education,Psychology,Accounting & Finance,Art, Performing Arts & Design,General Engineering,Communication & Media Studies;False;False;False
Aston University;4020;1205;554;270;563;44;master_account;0;/world-university-rankings/aston-university;816;United Kingdom;12.950;19;25%;48:52:00;Aston University;Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Civil Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Chemistry,Chemical Engineering,Law,Politics & International Studies (incl Development Studies),Other Health,General Engineering,Computer Science,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Medicine & Dentistry,Business & Management;False;False;False
Bauman Moscow State Technical University;4060;38;203;1635;779;596;master_account;0;/world-university-rankings/bauman-moscow-state-technical-university;1037;Russian Federation;16.061;6,6;18%;42:58:00;Bauman Moscow State Technical University;Other Health,Veterinary Science,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Accounting & Finance,Physics & Astronomy,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Agriculture & Forestry,Law,Business & Management,Civil Engineering,Sociology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Sport Science,General Engineering;False;False;True
Bond University;4070;795;681;271;1397;217;master_account;0;/world-university-rankings/bond-university;131609;Australia;3.170;11,2;34%;54:46:00;Bond University;Sport Science,Psychology,History, Philosophy & Theology,Business & Management,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Law,Economics & Econometrics,Art, Performing Arts & Design,Other Health,Sociology,Accounting & Finance,Biological Sciences,Languages, Literature & Linguistics;False;False;False
Charles University;4170;341;399;738;643;490;master_account;0;/world-university-rankings/charles-university;799;Czech Republic;51.728;13,4;23%;62:38:00;Charles University;Politics & International Studies (incl Development Studies),Archaeology,Physics & Astronomy,Accounting & Finance,Psychology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Geography,Languages, Literature & Linguistics,Education,Art, Performing Arts & Design,Mathematics & Statistics,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Chemistry,Law,Sociology,Other Health,History, Philosophy & Theology,Communication & Media Studies,Sport Science;False;False;False
University of Coimbra;4200;619;279;785;290;687;master_account;0;/world-university-rankings/university-coimbra;820;Portugal;21.767;18,4;15%;57:43:00;University of Coimbra;Architecture,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Agriculture & Forestry,Geography,Medicine & Dentistry,Sport Science,Economics & Econometrics,Computer Science,Mathematics & Statistics,Accounting & Finance,Archaeology,Physics & Astronomy,Psychology,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Other Health,Chemistry,Law,General Engineering,Biological Sciences,Education,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences;False;False;False
Dublin City University;4250;1041;343;392;595;351;master_account;0;/world-university-rankings/dublin-city-university;910;Ireland;14.325;26,1;12%;58:42:00;Dublin City University;History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Biological Sciences,Law,Physics & Astronomy,Business & Management,Sport Science,Education,Electrical & Electronic Engineering,Sociology,Other Health,Communication & Media Studies,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Geography,Mathematics & Statistics,Psychology;False;False;False
Goldsmiths, University of London;4330;734;600;431;1203;239;master_account;0;/world-university-rankings/goldsmiths-university-london;131449;United Kingdom;8.780;14,5;38%;66:34:00;Goldsmiths, University of London;Law,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Psychology,Computer Science,Economics & Econometrics,Communication & Media Studies,Languages, Literature & Linguistics,Business & Management,Politics & International Studies (incl Development Studies),Other Health,Sociology;False;False;False
Gwangju Institute of Science and Technology (GIST);4360;152;253;1016;31;992;master_account;0;/world-university-rankings/gwangju-institute-science-and-technology-gist;1034;South Korea;1.795;9,5;7%;26 : 74;Gwangju Institute of Science and Technology (GIST);Computer Science,Mechanical & Aerospace Engineering,Chemistry,Chemical Engineering,Physics & Astronomy,General Engineering,Electrical & Electronic Engineering,Biological Sciences;False;False;False
University of Johannesburg;4430;767;321;628;898;240;master_account;6;/world-university-rankings/university-johannesburg;1036;South Africa;31.721;26,5;13%;55:45:00;University of Johannesburg Johannesburg University UJ UOJ;Languages, Literature & Linguistics,Civil Engineering,Law,Architecture,Chemistry,Biological Sciences,Geography,Accounting & Finance,History, Philosophy & Theology,Sport Science,Education,Other Health,Chemical Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mathematics & Statistics,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Physics & Astronomy,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Sociology;False;False;False
University of Kent;4470;833;496;379;775;73;master_account;0;/world-university-rankings/university-kent;832;United Kingdom;16.515;18;27%;53:47:00;University of Kent;Languages, Literature & Linguistics,Veterinary Science,Communication & Media Studies,Education,Other Health,Archaeology,Economics & Econometrics,Law,Psychology,Sport Science,Medicine & Dentistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Geography,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,Sociology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,General Engineering,Chemistry;False;False;False
King Saud University;4490;621;818;222;829;293;master_account;0;/world-university-rankings/king-saud-university;938;Saudi Arabia;50.906;11,9;6%;43:57:00;King Saud University;Psychology,Mechanical & Aerospace Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemical Engineering,Computer Science,Agriculture & Forestry,Chemistry,Electrical & Electronic Engineering,Sociology,Mathematics & Statistics,General Engineering,Business & Management,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Physics & Astronomy,Biological Sciences,Veterinary Science,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Politics & International Studies (incl Development Studies),Other Health,Sport Science,Education,Accounting & Finance,Civil Engineering,Archaeology;False;False;False
National Taiwan University of Science and Technology (Taiwan Tech);4590;538;306;695;134;656;master_account;0;/world-university-rankings/national-taiwan-university-science-and-technology-taiwan-tech;793;Taiwan;9.221;18,5;19%;30 : 70;National Taiwan University of Science and Technology (Taiwan Tech);Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Computer Science,Art, Performing Arts & Design,Civil Engineering,General Engineering,Architecture,Chemical Engineering,Accounting & Finance,Business & Management,Education;False;False;False
National Tsing Hua University;4600;340;223;813;61;922;master_account;0;/world-university-rankings/national-tsing-hua-university;680;Taiwan;13.979;16,2;12%;42:58:00;National Tsing Hua University;General Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Chemistry,Psychology,Education,History, Philosophy & Theology,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Communication & Media Studies,Languages, Literature & Linguistics,Agriculture & Forestry,Mechanical & Aerospace Engineering,Physics & Astronomy,Law,Medicine & Dentistry,Sociology,Civil Engineering,Business & Management,Economics & Econometrics,Other Health,Archaeology,Chemical Engineering,Mathematics & Statistics,Geography,Sport Science,Geology, Environmental, Earth & Marine Sciences;False;False;False
University of Pisa;4670;638;438;311;463;1013;master_account;0;/world-university-rankings/university-pisa;795;Italy;31.567;20,9;5%;52:48:00;University of Pisa;Sport Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Accounting & Finance,Law,Chemical Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Economics & Econometrics,Agriculture & Forestry,Sociology,Mathematics & Statistics,Business & Management,Medicine & Dentistry,General Engineering,Physics & Astronomy,Education,Veterinary Science,Electrical & Electronic Engineering,Biological Sciences,Computer Science,Chemistry,Archaeology,Civil Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology;False;False;False
University of Porto;4710;624;341;534;521;625;master_account;0;/world-university-rankings/university-porto;798;Portugal;36.386;16,9;17%;54:46:00;University of Porto;General Engineering,Medicine & Dentistry,Languages, Literature & Linguistics,Archaeology,Chemical Engineering,History, Philosophy & Theology,Agriculture & Forestry,Law,Physics & Astronomy,Other Health,Business & Management,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Psychology,Sport Science,Chemistry,Civil Engineering,Computer Science,Mathematics & Statistics,Art, Performing Arts & Design,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Veterinary Science,Communication & Media Studies,Biological Sciences,Sociology;False;False;False
Quaid-i-Azam University;4740;708;648;228;1404;698;master_account;0;/world-university-rankings/quaid-i-azam-university;131310;Pakistan;11.386;20,3;1%;45:55:00;Quaid-i-Azam University;Computer Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mathematics & Statistics,Chemistry,Psychology,Biological Sciences,Accounting & Finance,Other Health,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Agriculture & Forestry,Sociology,Law,Archaeology,Business & Management;False;False;False
Rensselaer Polytechnic Institute;4760;490;463;760;167;273;private;0;/world-university-rankings/rensselaer-polytechnic-institute;608;United States;7.496;15,3;20%;31 : 69;Rensselaer Polytechnic Institute;Art, Performing Arts & Design,General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,Economics & Econometrics,Psychology,Physics & Astronomy,Other Health,Architecture,Agriculture & Forestry,Chemical Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Biological Sciences,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Business & Management;False;False;False
University of Stirling;4830;1153;563;278;954;109;master_account;0;/world-university-rankings/university-stirling;804;United Kingdom;10.650;18,7;28%;64:36:00;University of Stirling;Biological Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Economics & Econometrics,General Engineering,Other Health,Business & Management,Psychology,Sociology,Education,Law,Communication & Media Studies,Computer Science,Sport Science,Mathematics & Statistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences;False;False;False
Tokyo Medical and Dental University (TMDU);4890;179;435;936;68;1151;master_account;0;/world-university-rankings/tokyo-medical-and-dental-university-tmdu;762;Japan;2.990;4,4;12%;57:43:00;Tokyo Medical and Dental University (TMDU);History, Philosophy & Theology,Sport Science,Archaeology,Architecture,Biological Sciences,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mechanical & Aerospace Engineering,Computer Science,Veterinary Science,Business & Management,Communication & Media Studies,Education,Art, Performing Arts & Design,Languages, Literature & Linguistics,Civil Engineering,Law,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,General Engineering,Psychology,Mathematics & Statistics,Geography,Medicine & Dentistry,Chemical Engineering,Economics & Econometrics,Physics & Astronomy;False;False;False
Tulane University;4910;245;635;480;485;783;private;0;/world-university-rankings/tulane-university;686;United States;12.217;7,7;9%;60:40:00;Tulane University;Architecture,Chemical Engineering,Education,Computer Science,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,Other Health,Chemistry,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Law,History, Philosophy & Theology,Sport Science,Medicine & Dentistry,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies);False;False;False
University of Turin;4920;1154;470;225;346;944;master_account;0;/world-university-rankings/university-turin;884;Italy;63.232;29,5;6%;61:39:00;University of Turin;Law,Accounting & Finance,Communication & Media Studies,Biological Sciences,History, Philosophy & Theology,Psychology,Geography,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sociology,Agriculture & Forestry,Art, Performing Arts & Design,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Computer Science,Veterinary Science,Other Health,Business & Management,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Medicine & Dentistry,Physics & Astronomy,Sport Science;False;False;False
Victoria University of Wellington;4980;769;377;570;669;252;master_account;0;/world-university-rankings/victoria-university-wellington;736;New Zealand;18.231;19,4;17%;58:42:00;Victoria University of Wellington;Architecture,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Psychology,Biological Sciences,Law,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Physics & Astronomy,Education,Electrical & Electronic Engineering,Geography,Other Health,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Computer Science,Sociology;False;False;False
University of Waikato;5000;931;444;459;377;130;master_account;0;/world-university-rankings/university-waikato;812;New Zealand;10.538;20,7;26%;61:39:00;University of Waikato UoW;Languages, Literature & Linguistics,Physics & Astronomy,Psychology,History, Philosophy & Theology,Sport Science,Economics & Econometrics,Agriculture & Forestry,Geography,Other Health,Biological Sciences,Education,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Civil Engineering,Chemistry,Accounting & Finance,Computer Science,Mathematics & Statistics,Law,Art, Performing Arts & Design,Chemical Engineering,Sociology;False;False;False
Wake Forest University;5010;321;732;309;283;1164;private;0;/world-university-rankings/wake-forest-university;627;United States;8.293;4,1;9%;54:46:00;Wake Forest University;Medicine & Dentistry,Communication & Media Studies,Physics & Astronomy,Accounting & Finance,History, Philosophy & Theology,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,Sociology,Biological Sciences,Psychology,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Law;False;False;False
Bar-Ilan University;5140;683;374;911;197;894;master_account;0;/world-university-rankings/bar-ilan-university;770;Israel;19.599;19;4%;61:39:00;Bar-Ilan University;Medicine & Dentistry,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sport Science,General Engineering,Computer Science,Economics & Econometrics,Law,Civil Engineering,Chemistry,History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Agriculture & Forestry,Geography,Accounting & Finance,Education,Sociology,Physics & Astronomy,Architecture,Mathematics & Statistics,Veterinary Science,Archaeology,Business & Management,Psychology,Chemical Engineering;False;False;False
Complutense University of Madrid;5250;299;485;803;768;901;master_account;0;/world-university-rankings/complutense-university-madrid;971;Spain;59.814;11,8;10%;62:38:00;Complutense University of Madrid;Veterinary Science,Education,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Other Health,Communication & Media Studies,Computer Science,Physics & Astronomy,Archaeology,Politics & International Studies (incl Development Studies),Psychology,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Chemical Engineering,Law,History, Philosophy & Theology,Biological Sciences,Sociology,Electrical & Electronic Engineering,Geography,Languages, Literature & Linguistics,Chemistry,Economics & Econometrics;False;False;False
University of Granada;5360;774;552;657;765;723;master_account;0;/world-university-rankings/university-granada;131272;Spain;55.523;14,7;9%;59:41:00;University of Granada;History, Philosophy & Theology,Civil Engineering,Sociology,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Psychology,Architecture,Sport Science,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Biological Sciences,Law,Other Health,Geography,Electrical & Electronic Engineering,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Physics & Astronomy;False;False;False
Graz University of Technology;5380;296;750;977;148;232;master_account;0;/world-university-rankings/graz-university-technology;131362;Austria;6.660;8,2;24%;26 : 74;Graz University of Technology;General Engineering,Physics & Astronomy,Chemistry,Business & Management,Architecture,Mathematics & Statistics,Education,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Computer Science,Mechanical & Aerospace Engineering,Chemical Engineering;False;False;False
Massey University;5580;756;512;767;293;157;master_account;0;/world-university-rankings/massey-university;839;New Zealand;17.883;17,4;27%;64:36:00;Massey University;Sport Science,Other Health,Architecture,Chemistry,Mechanical & Aerospace Engineering,Veterinary Science,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Biological Sciences,Business & Management,History, Philosophy & Theology,Civil Engineering,Chemical Engineering,Agriculture & Forestry,Computer Science,General Engineering,Politics & International Studies (incl Development Studies),Geography,Archaeology,Sociology,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Education,Psychology,Communication & Media Studies;False;False;False
National Cheng Kung University (NCKU);5640;450;259;1075;18;1089;master_account;11;/world-university-rankings/national-cheng-kung-university-ncku;885;Taiwan;20.971;15,9;11%;37 : 63;National Cheng Kung University (NCKU);Computer Science,Mechanical & Aerospace Engineering,Architecture,Other Health,Sport Science,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Physics & Astronomy,Education,History, Philosophy & Theology,Biological Sciences,Psychology,Art, Performing Arts & Design,Chemistry,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Archaeology,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Civil Engineering,Chemical Engineering,Accounting & Finance;False;False;False
Sciences Po;5810;575;588;777;1739;194;master_account;0;/world-university-rankings/sciences-po;974;France;12.445;42,6;32%;63:37:00;Sciences Po;Economics & Econometrics,Politics & International Studies (incl Development Studies),Sociology,Law,History, Philosophy & Theology;False;False;False
Shanghai University;5820;600;292;712;401;1020;master_account;0;/world-university-rankings/shanghai-university;1001;China;38.015;13;6%;51:49:00;Shanghai University;Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Architecture,Accounting & Finance,Law,Civil Engineering,Sociology,General Engineering,Chemistry,Physics & Astronomy,Communication & Media Studies,Archaeology,Sport Science,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management;False;False;False
American University of Sharjah;6130;1040;560;824;1236;141;master_account;1;/world-university-rankings/american-university-sharjah;995;United Arab Emirates;4.737;12,5;74%;54:46:00;American University of Sharjah;Biological Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Chemical Engineering,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sociology,Electrical & Electronic Engineering,Chemistry,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Architecture,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies;False;False;False
Chang Gung University;6330;907;358;1074;113;1558;master_account;11;/world-university-rankings/chang-gung-university;992;Taiwan;7.017;12,3;5%;49:51:00;Chang Gung University chang gung;Physics & Astronomy,Art, Performing Arts & Design,Business & Management,Chemistry,General Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Computer Science,Electrical & Electronic Engineering,Accounting & Finance,Biological Sciences,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering,Other Health;False;False;False
Chulalongkorn University;6340;402;414;1017;307;985;master_account;6;/world-university-rankings/chulalongkorn-university;942;Thailand;34.552;12,7;3%;56:44:00;Chulalongkorn University Chula Chulalongkorn;History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Archaeology,Physics & Astronomy,Biological Sciences,Electrical & Electronic Engineering,Sociology,Computer Science,Veterinary Science,Psychology,Languages, Literature & Linguistics,Chemical Engineering,General Engineering,Chemistry,Law,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Art, Performing Arts & Design,Education,Agriculture & Forestry,Business & Management,Architecture,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Sport Science,Other Health,Geography;False;False;False
Ewha Womans University;6520;370;342;1132;232;814;master_account;0;/world-university-rankings/ewha-womans-university;1018;South Korea;13.999;16,7;15%;100:00:00;Ewha Womans University;Other Health,Architecture,Mechanical & Aerospace Engineering,Education,Sport Science,Law,Veterinary Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Biological Sciences,Psychology,Archaeology,Civil Engineering,Communication & Media Studies,Accounting & Finance,History, Philosophy & Theology,Mathematics & Statistics,Sociology,Computer Science,Chemical Engineering,Chemistry,Economics & Econometrics,Languages, Literature & Linguistics,Agriculture & Forestry,Geography,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management;False;False;False
Hiroshima University;6660;318;557;1124;466;754;master_account;0;/world-university-rankings/hiroshima-university;829;Japan;14.590;7,6;10%;38 : 62;Hiroshima University;Business & Management,Other Health,Mathematics & Statistics,Sociology,Chemistry,Languages, Literature & Linguistics,Law,Biological Sciences,Geography,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Veterinary Science,Architecture,Agriculture & Forestry,Archaeology,Psychology,Education,Sport Science,Civil Engineering,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Medicine & Dentistry;False;False;False
ITMO University;6770;493;351;1221;454;443;master_account;0;/world-university-rankings/itmo-university;131805;Russian Federation;10.902;14,6;18%;34 : 66;ITMO University;Computer Science,Chemistry,Politics & International Studies (incl Development Studies),Communication & Media Studies,Education,Chemical Engineering,General Engineering,Sociology,Economics & Econometrics,Civil Engineering,Art, Performing Arts & Design,Sport Science,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Medicine & Dentistry,Biological Sciences,Law,Mathematics & Statistics,Electrical & Electronic Engineering,Agriculture & Forestry,Mechanical & Aerospace Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Other Health,Languages, Literature & Linguistics;False;False;True
Jagiellonian University;6780;349;495;868;869;1002;master_account;0;/world-university-rankings/jagiellonian-university;783;Poland;34.309;8,8;11%;67:33:00;Jagiellonian University;Other Health,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Psychology,Politics & International Studies (incl Development Studies),Law,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Sociology,Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,Geography,Computer Science,Archaeology,Biological Sciences,Education;False;False;False
Keio University;6900;391;541;1034;360;1172;master_account;0;/world-university-rankings/keio-university;785;Japan;33.577;10,2;8%;36 : 64;Keio University;Archaeology,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Computer Science,Sociology,Art, Performing Arts & Design,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Law,Other Health,Physics & Astronomy,Education,Chemical Engineering,Psychology,Civil Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Architecture,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies;False;False;False
Kobe University;6930;325;535;1056;329;1149;master_account;0;/world-university-rankings/kobe-university;833;Japan;15.333;10,2;7%;35 : 65;Kobe University;Civil Engineering,Art, Performing Arts & Design,Law,Accounting & Finance,Mathematics & Statistics,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Sport Science,General Engineering,Chemistry,Other Health,Architecture,Veterinary Science,Computer Science,Medicine & Dentistry,Chemical Engineering,Biological Sciences,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,Sociology,Communication & Media Studies,Languages, Literature & Linguistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Education,Physics & Astronomy;False;False;False
Mahidol University;7020;327;610;1087;281;841;master_account;0;/world-university-rankings/mahidol-university;838;Thailand;28.790;8,9;5%;64:36:00;Mahidol University;Art, Performing Arts & Design,Civil Engineering,Chemistry,Business & Management,History, Philosophy & Theology,Sport Science,Accounting & Finance,Medicine & Dentistry,Veterinary Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Chemical Engineering,Education,Archaeology,Mathematics & Statistics,Psychology,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,Sociology;False;False;False
National Technical University of Athens;7220;922;686;801;651;1187;master_account;0;/world-university-rankings/national-technical-university-athens;131780;Greece;13.532;20,3;6%;37 : 63;National Technical University of Athens;Architecture,Electrical & Electronic Engineering,Chemistry,Civil Engineering,General Engineering,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Computer Science,Mathematics & Statistics,Geography,Chemical Engineering;False;False;False
